userid,age,occupation,gender
251114,33,academic/educator,F
136752,26,executive/managerial,M
275393,21,homemaker,M
380333,30,executive/managerial,M
254996,20,sales/marketing,M
382662,23,college/grad student,F
279324,20,sales/marketing,M
161879,32,college/grad student,M
263198,32,sales/marketing,F
445512,13,K-12 student,M
369920,27,technician/engineer,M
5146,31,scientist,F
174382,32,college/grad student,M
11309,21,college/grad student,M
302070,30,unemployed,M
82250,29,other or not specified,M
87091,33,executive/managerial,M
337699,33,college/grad student,M
209396,32,scientist,M
433725,33,executive/managerial,M
175191,29,college/grad student,M
217667,24,lawyer,M
391433,30,K-12 student,M
91151,33,self-employed,M
389974,31,executive/managerial,M
132726,26,artist,F
7882,27,artist,M
320388,26,other or not specified,M
68968,23,scientist,M
124516,32,executive/managerial,F
74769,25,college/grad student,M
26268,27,K-12 student,M
236256,28,scientist,M
365021,33,college/grad student,F
131448,32,other or not specified,M
194745,42,college/grad student,M
409536,34,scientist,M
237420,27,executive/managerial,F
207532,31,college/grad student,M
20598,31,executive/managerial,M
147302,30,other or not specified,M
44569,33,other or not specified,M
401449,33,college/grad student,M
361116,27,academic/educator,M
279915,25,clerical/admin,M
237831,25,scientist,M
164650,25,scientist,M
187969,32,K-12 student,M
2181,34,college/grad student,M
271036,29,college/grad student,M
280154,26,self-employed,M
308155,27,executive/managerial,M
52812,30,scientist,F
329302,53,retired,F
224934,33,scientist,F
66524,26,college/grad student,F
153551,25,scientist,M
190918,34,executive/managerial,M
340113,31,other or not specified,M
115495,22,college/grad student,M
179507,30,college/grad student,M
321232,28,executive/managerial,M
233873,26,scientist,M
417609,26,college/grad student,F
207828,55,executive/managerial,F
327221,30,executive/managerial,M
105105,25,college/grad student,M
354389,31,executive/managerial,M
350146,30,college/grad student,M
398688,29,self-employed,M
116226,20,college/grad student,M
213183,38,executive/managerial,M
272807,31,college/grad student,M
322421,28,college/grad student,M
370964,33,executive/managerial,M
27217,27,college/grad student,M
4500,26,sales/marketing,F
121882,31,scientist,M
60869,30,executive/managerial,M
236554,34,scientist,M
35565,34,college/grad student,M
394125,36,executive/managerial,M
200619,30,other or not specified,M
126251,33,retired,M
135042,27,other or not specified,M
403123,30,academic/educator,M
187086,28,other or not specified,M
1235,25,executive/managerial,M
275470,32,homemaker,F
226085,31,executive/managerial,M
369035,86,retired,F
268504,67,other or not specified,F
213037,37,executive/managerial,F
210240,81,retired,F
251109,25,college/grad student,M
216167,27,sales/marketing,M
394902,31,scientist,M
133127,34,executive/managerial,M
70597,34,college/grad student,F
354108,32,college/grad student,M
418693,25,college/grad student,F
185857,34,college/grad student,M
124671,69,self-employed,M
59451,32,college/grad student,F
238267,27,executive/managerial,M
271796,26,executive/managerial,M
108345,32,executive/managerial,M
136811,22,college/grad student,M
191329,27,executive/managerial,M
195132,32,clerical/admin,F
434479,34,homemaker,F
301997,33,sales/marketing,M
105780,28,sales/marketing,M
55940,18,homemaker,M
101984,30,college/grad student,M
94562,28,scientist,M
308093,33,self-employed,M
382814,39,executive/managerial,M
437410,25,clerical/admin,M
171465,26,self-employed,M
147232,26,self-employed,M
102214,32,college/grad student,M
130950,30,college/grad student,F
306335,32,college/grad student,M
338399,33,executive/managerial,M
354906,30,self-employed,M
22591,27,scientist,M
341775,44,artist,M
296940,32,executive/managerial,M
370042,31,other or not specified,F
341684,31,technician/engineer,M
370203,26,scientist,M
431325,30,other or not specified,M
399553,31,other or not specified,M
16403,27,college/grad student,M
150121,30,self-employed,M
47643,34,sales/marketing,M
394422,28,scientist,F
197882,16,K-12 student,M
218450,21,self-employed,F
136806,33,sales/marketing,M
288085,28,sales/marketing,F
138978,31,sales/marketing,M
93441,34,executive/managerial,M
409945,33,scientist,M
410966,25,other or not specified,F
316449,29,scientist,M
157107,34,self-employed,M
298110,28,executive/managerial,M
66481,33,self-employed,F
22533,33,sales/marketing,M
12482,26,executive/managerial,M
96792,33,artist,M
252195,26,college/grad student,F
101030,28,college/grad student,M
318294,35,executive/managerial,M
216159,53,scientist,M
230726,34,artist,M
206773,27,sales/marketing,M
304463,32,K-12 student,M
253298,28,self-employed,M
372946,43,academic/educator,M
294606,27,other or not specified,M
239758,32,homemaker,M
334121,25,executive/managerial,M
32638,29,executive/managerial,M
42544,25,academic/educator,M
50858,29,sales/marketing,M
52077,27,other or not specified,F
342518,28,academic/educator,M
147168,27,programmer,M
267271,34,self-employed,M
164840,31,executive/managerial,M
396760,33,college/grad student,M
4967,40,sales/marketing,M
8724,25,college/grad student,M
32730,30,sales/marketing,M
78517,27,lawyer,M
214071,30,college/grad student,M
250917,33,college/grad student,M
11149,28,other or not specified,M
167568,19,sales/marketing,M
28832,25,other or not specified,M
60569,34,college/grad student,M
250259,21,college/grad student,M
272232,31,executive/managerial,M
85426,33,other or not specified,M
373803,32,executive/managerial,M
318345,33,executive/managerial,M
138189,25,self-employed,M
143205,25,college/grad student,F
434830,34,other or not specified,F
123841,27,other or not specified,M
397257,25,other or not specified,M
171963,27,sales/marketing,F
117338,26,academic/educator,M
305799,12,homemaker,M
7646,34,homemaker,M
422243,33,scientist,M
256570,30,college/grad student,M
146683,25,executive/managerial,M
441397,28,college/grad student,M
150969,29,other or not specified,M
133645,32,technician/engineer,M
319779,25,clerical/admin,M
81891,27,college/grad student,M
367768,34,sales/marketing,F
411151,34,executive/managerial,M
267720,34,executive/managerial,M
155203,31,other or not specified,M
125465,28,other or not specified,F
265310,28,clerical/admin,M
105455,33,sales/marketing,M
14330,33,self-employed,M
446546,26,college/grad student,M
306662,36,executive/managerial,M
252964,31,clerical/admin,M
190619,34,sales/marketing,M
384498,25,sales/marketing,M
246747,30,college/grad student,M
124132,33,college/grad student,M
81674,28,self-employed,M
355390,21,programmer,M
91250,28,executive/managerial,M
392693,25,executive/managerial,F
98530,28,college/grad student,M
248800,25,scientist,M
139944,19,sales/marketing,M
138001,26,college/grad student,M
152557,31,other or not specified,M
18445,25,executive/managerial,M
435897,33,executive/managerial,M
41482,27,sales/marketing,M
150916,34,sales/marketing,M
267337,32,college/grad student,M
182231,29,executive/managerial,M
233444,33,self-employed,M
380652,32,college/grad student,M
404399,32,scientist,M
170161,34,self-employed,M
229597,44,sales/marketing,M
288292,34,sales/marketing,M
345926,28,lawyer,M
390254,26,artist,M
335874,29,artist,F
105753,32,programmer,M
165510,34,executive/managerial,M
277231,27,self-employed,M
321598,28,sales/marketing,M
153599,30,other or not specified,M
290155,34,college/grad student,M
231537,28,college/grad student,M
316104,27,artist,M
405562,34,other or not specified,M
218799,27,executive/managerial,M
216488,26,college/grad student,M
247164,29,sales/marketing,F
56075,34,scientist,M
277788,29,sales/marketing,M
260846,43,self-employed,M
415449,29,customer service,M
70141,33,sales/marketing,M
352099,36,executive/managerial,M
347306,29,homemaker,M
235561,10,K-12 student,M
24752,61,other or not specified,F
115352,34,sales/marketing,M
152545,34,sales/marketing,M
32301,30,other or not specified,M
232518,25,executive/managerial,M
200729,52,executive/managerial,M
181049,25,homemaker,M
72707,8,K-12 student,F
337352,33,scientist,M
1701,48,other or not specified,M
409161,29,executive/managerial,M
308130,31,college/grad student,M
331226,28,scientist,M
335251,27,college/grad student,M
306656,28,college/grad student,M
326591,71,executive/managerial,F
281798,33,sales/marketing,M
284492,27,college/grad student,M
17402,25,college/grad student,M
331620,27,sales/marketing,M
66213,29,self-employed,M
147598,25,college/grad student,F
310337,33,sales/marketing,M
179844,30,college/grad student,F
68493,29,other or not specified,M
289123,33,college/grad student,M
184883,41,sales/marketing,M
417629,31,scientist,M
19190,26,sales/marketing,F
118963,30,scientist,M
309952,26,sales/marketing,M
391532,27,college/grad student,F
411480,34,other or not specified,M
202519,28,scientist,M
238215,26,academic/educator,M
118408,29,executive/managerial,M
57598,18,sales/marketing,M
74776,33,executive/managerial,M
397082,26,executive/managerial,M
101595,26,college/grad student,M
113266,26,writer,F
162121,26,college/grad student,M
130825,28,homemaker,F
215544,25,sales/marketing,M
178565,33,academic/educator,M
98160,32,executive/managerial,M
81388,30,executive/managerial,M
144214,31,executive/managerial,M
280,29,homemaker,F
63404,31,technician/engineer,M
6599,30,college/grad student,M
100986,26,executive/managerial,M
86069,34,college/grad student,F
85532,25,artist,M
77055,44,academic/educator,F
300979,28,college/grad student,M
177915,33,other or not specified,M
353534,27,executive/managerial,M
158782,34,college/grad student,F
115806,31,executive/managerial,M
353648,26,executive/managerial,M
149772,26,self-employed,M
166815,32,college/grad student,M
158931,64,lawyer,M
132963,32,executive/managerial,M
296745,25,scientist,M
106215,18,sales/marketing,M
5644,33,executive/managerial,M
66704,29,executive/managerial,M
315057,26,other or not specified,M
432648,31,executive/managerial,M
431757,28,tradesman/craftsman,M
172028,32,academic/educator,M
54043,18,K-12 student,M
176607,32,executive/managerial,M
353640,26,sales/marketing,M
205997,27,scientist,M
103516,28,other or not specified,M
4559,18,college/grad student,M
146628,29,retired,F
289947,34,college/grad student,M
134600,25,sales/marketing,M
192007,34,executive/managerial,M
171435,18,K-12 student,M
252558,32,self-employed,M
332171,13,college/grad student,M
389886,28,other or not specified,M
158679,36,other or not specified,F
202668,28,sales/marketing,M
265921,34,sales/marketing,M
419469,26,executive/managerial,M
227728,23,self-employed,M
127942,34,executive/managerial,F
410994,27,executive/managerial,M
435556,33,college/grad student,M
43298,30,sales/marketing,M
111656,28,college/grad student,M
232185,52,scientist,M
94946,25,executive/managerial,M
378046,33,academic/educator,M
288851,26,college/grad student,M
202478,50,clerical/admin,F
21589,30,executive/managerial,M
117403,34,academic/educator,M
220142,31,sales/marketing,M
290500,30,executive/managerial,M
162996,30,college/grad student,M
32667,34,sales/marketing,M
137095,32,other or not specified,M
377009,32,executive/managerial,F
115202,26,college/grad student,M
59400,25,executive/managerial,M
111469,26,college/grad student,M
309495,34,other or not specified,M
183009,27,programmer,M
268930,34,technician/engineer,M
90364,32,sales/marketing,M
257786,53,executive/managerial,M
1782,32,college/grad student,M
15992,28,college/grad student,M
123905,57,retired,F
444975,24,sales/marketing,F
405822,34,college/grad student,M
26203,25,executive/managerial,M
137626,29,college/grad student,M
141037,26,other or not specified,M
68026,51,writer,M
88062,34,academic/educator,F
289964,32,sales/marketing,M
375065,25,academic/educator,M
342794,29,artist,F
345052,31,sales/marketing,F
7316,30,other or not specified,M
377072,27,other or not specified,F
241220,36,executive/managerial,F
132738,31,academic/educator,F
33840,34,college/grad student,M
389910,26,college/grad student,M
183830,12,K-12 student,M
55346,28,college/grad student,M
317304,46,executive/managerial,M
231501,29,executive/managerial,M
334742,18,K-12 student,M
330360,33,clerical/admin,M
31,31,K-12 student,M
47163,33,college/grad student,M
139813,27,self-employed,M
219924,89,executive/managerial,F
448739,26,executive/managerial,M
345514,30,tradesman/craftsman,M
103457,33,scientist,M
153052,31,college/grad student,M
431450,27,executive/managerial,M
259070,27,scientist,M
320996,28,executive/managerial,M
164107,35,self-employed,M
391634,28,college/grad student,M
20983,33,executive/managerial,M
8697,34,executive/managerial,M
198341,25,executive/managerial,M
402588,18,artist,F
361837,30,self-employed,M
405698,21,sales/marketing,M
340493,31,programmer,M
9806,25,executive/managerial,M
235274,30,executive/managerial,M
122087,26,programmer,M
155389,33,sales/marketing,M
19293,34,clerical/admin,M
234035,30,academic/educator,M
125954,34,self-employed,M
314471,29,self-employed,M
144718,33,clerical/admin,M
213434,30,college/grad student,M
201909,34,executive/managerial,M
420359,32,college/grad student,M
161658,28,scientist,M
146759,29,college/grad student,M
140779,26,executive/managerial,F
140260,26,sales/marketing,M
178365,32,executive/managerial,M
257161,20,sales/marketing,M
84576,34,academic/educator,M
314774,32,college/grad student,M
26976,28,executive/managerial,M
412475,28,sales/marketing,M
211626,22,college/grad student,M
24615,32,executive/managerial,M
121189,27,college/grad student,M
295284,26,sales/marketing,M
20005,25,executive/managerial,M
251935,34,self-employed,M
190235,27,executive/managerial,M
401434,26,K-12 student,M
50513,30,college/grad student,M
162998,21,artist,M
326268,33,sales/marketing,M
131133,25,self-employed,M
280763,26,college/grad student,M
35511,30,college/grad student,M
298435,31,executive/managerial,M
251423,28,executive/managerial,M
429149,27,executive/managerial,M
62245,75,executive/managerial,M
113227,33,executive/managerial,F
345971,32,executive/managerial,M
252626,21,homemaker,F
259102,32,clerical/admin,M
49099,29,artist,M
27202,33,college/grad student,M
362570,18,artist,M
372659,29,executive/managerial,M
11597,29,scientist,M
121792,14,K-12 student,M
222757,25,college/grad student,M
257336,31,other or not specified,M
66372,26,college/grad student,M
341703,23,sales/marketing,M
155925,27,self-employed,M
295114,21,sales/marketing,M
11193,33,self-employed,M
93268,25,college/grad student,M
389125,26,other or not specified,M
121222,29,college/grad student,F
167280,29,executive/managerial,M
212836,42,clerical/admin,M
311349,25,sales/marketing,M
414382,30,scientist,M
75741,30,tradesman/craftsman,M
25717,22,K-12 student,M
363830,18,homemaker,M
230760,32,sales/marketing,M
105588,30,sales/marketing,M
95319,30,executive/managerial,M
256092,28,executive/managerial,M
103447,25,college/grad student,M
228474,32,executive/managerial,M
48034,29,college/grad student,M
434934,33,homemaker,M
191747,29,clerical/admin,M
95744,34,college/grad student,M
359223,68,retired,F
435624,24,college/grad student,M
128518,30,self-employed,M
429394,24,other or not specified,M
109432,30,college/grad student,M
14651,30,customer service,F
192671,28,college/grad student,M
254258,31,scientist,F
254624,26,college/grad student,M
347236,33,executive/managerial,M
416018,28,scientist,M
125679,29,sales/marketing,F
180655,25,scientist,M
154472,35,sales/marketing,M
35714,32,sales/marketing,M
295157,26,other or not specified,M
220601,40,academic/educator,F
284951,13,scientist,M
19147,27,college/grad student,M
15050,32,homemaker,M
160382,28,sales/marketing,M
242955,89,other or not specified,M
123725,19,scientist,M
445047,27,scientist,M
116206,25,academic/educator,M
278845,27,scientist,M
402415,49,sales/marketing,M
141382,32,technician/engineer,M
78770,34,sales/marketing,M
442585,27,self-employed,M
436003,27,college/grad student,M
32448,21,K-12 student,F
327713,25,executive/managerial,M
108700,26,scientist,M
31769,33,scientist,F
304653,29,college/grad student,F
198225,31,college/grad student,M
98634,27,executive/managerial,M
229524,32,college/grad student,M
389004,33,college/grad student,M
306718,31,executive/managerial,M
169541,32,self-employed,M
180673,28,college/grad student,M
256060,32,college/grad student,M
231066,25,sales/marketing,M
237767,23,other or not specified,M
147544,25,academic/educator,M
379810,25,executive/managerial,M
256873,26,programmer,M
433053,32,self-employed,M
372348,26,college/grad student,M
403292,20,sales/marketing,M
424602,32,other or not specified,M
21264,33,scientist,M
413339,31,scientist,M
393839,31,scientist,M
3059,32,college/grad student,M
302391,30,executive/managerial,M
68162,26,college/grad student,M
83410,27,college/grad student,M
421353,84,tradesman/craftsman,M
177163,21,sales/marketing,M
104408,32,academic/educator,F
241587,30,scientist,M
100799,33,executive/managerial,M
377109,27,unemployed,M
224300,27,college/grad student,M
71638,32,executive/managerial,M
327317,30,executive/managerial,M
224050,28,executive/managerial,M
317664,48,academic/educator,F
61930,18,homemaker,M
129684,26,sales/marketing,M
377647,25,sales/marketing,M
324532,29,K-12 student,M
96191,28,executive/managerial,M
54597,24,college/grad student,M
342849,34,artist,M
57457,32,college/grad student,M
37397,31,artist,F
49723,33,college/grad student,F
329553,28,self-employed,F
207371,27,college/grad student,M
154544,29,college/grad student,M
300659,33,other or not specified,M
168134,27,self-employed,M
381580,25,college/grad student,M
419532,25,scientist,M
290231,35,executive/managerial,M
4498,18,K-12 student,M
117236,33,self-employed,M
184138,26,college/grad student,M
112894,27,college/grad student,M
415823,26,clerical/admin,F
434830,34,other or not specified,F
127409,31,executive/managerial,M
98467,34,sales/marketing,M
112845,28,self-employed,M
192723,26,artist,F
243409,18,K-12 student,M
100633,31,college/grad student,M
55082,21,sales/marketing,M
109333,31,homemaker,F
371114,26,college/grad student,M
224732,28,scientist,M
398998,29,sales/marketing,M
431731,32,self-employed,F
188861,31,other or not specified,M
229459,30,college/grad student,M
436875,25,self-employed,M
229412,25,self-employed,M
272406,22,sales/marketing,M
181561,38,executive/managerial,F
403554,25,scientist,M
431905,27,college/grad student,M
40094,32,college/grad student,M
87019,8,K-12 student,F
23466,33,sales/marketing,M
218009,26,K-12 student,M
149119,29,homemaker,F
108884,18,scientist,M
83732,34,executive/managerial,M
241013,31,college/grad student,F
397650,26,college/grad student,M
274562,29,executive/managerial,M
368585,23,technician/engineer,M
113396,29,scientist,M
156620,25,academic/educator,M
366171,30,artist,F
10986,34,college/grad student,M
237317,28,executive/managerial,M
119541,33,executive/managerial,M
35098,30,sales/marketing,M
439079,31,artist,M
39231,27,college/grad student,M
413464,29,scientist,M
76065,32,executive/managerial,M
63038,25,other or not specified,M
327674,38,academic/educator,F
183124,30,scientist,M
71582,28,executive/managerial,M
173502,33,executive/managerial,M
139520,24,sales/marketing,M
120501,28,college/grad student,M
90034,37,other or not specified,M
371059,25,executive/managerial,F
334810,33,college/grad student,M
13059,31,executive/managerial,M
295558,30,other or not specified,F
204770,28,artist,M
268298,25,academic/educator,M
68725,27,executive/managerial,M
448406,34,executive/managerial,M
348692,25,college/grad student,M
170718,27,K-12 student,M
439037,31,college/grad student,M
401519,18,homemaker,M
234019,32,executive/managerial,M
354157,29,self-employed,M
209934,27,college/grad student,M
411073,34,sales/marketing,M
284638,29,self-employed,M
222061,28,self-employed,M
429693,34,academic/educator,F
352767,33,executive/managerial,M
186301,32,college/grad student,M
61241,33,college/grad student,F
419259,28,executive/managerial,M
323872,29,self-employed,M
27056,28,self-employed,M
322271,26,college/grad student,M
198209,26,executive/managerial,M
109433,26,artist,F
360946,34,college/grad student,F
342840,28,sales/marketing,M
21062,25,college/grad student,M
253928,21,K-12 student,M
302620,30,sales/marketing,F
173221,19,other or not specified,F
308651,31,sales/marketing,M
426573,34,doctor/health care,M
109779,23,sales/marketing,M
3820,62,retired,F
11267,18,K-12 student,M
74205,26,college/grad student,M
227669,29,college/grad student,M
356212,27,college/grad student,M
305904,32,sales/marketing,M
269618,30,scientist,M
375895,79,other or not specified,F
363260,30,college/grad student,F
302371,18,K-12 student,M
30836,29,college/grad student,M
45247,27,K-12 student,M
447456,34,scientist,M
432764,25,sales/marketing,M
204351,29,college/grad student,F
46503,25,self-employed,F
447682,27,college/grad student,M
403847,26,college/grad student,M
210250,28,college/grad student,M
445360,32,self-employed,M
144704,33,self-employed,F
275024,36,executive/managerial,M
175760,34,homemaker,M
72411,32,executive/managerial,M
396195,29,college/grad student,F
266847,31,scientist,M
138754,26,college/grad student,M
129316,21,homemaker,M
132695,29,college/grad student,M
154473,30,academic/educator,M
15166,23,sales/marketing,F
104151,28,college/grad student,M
284287,32,executive/managerial,M
327179,25,sales/marketing,M
45610,32,executive/managerial,M
83713,32,other or not specified,M
242766,27,homemaker,M
63343,31,college/grad student,M
339095,26,executive/managerial,M
229299,84,retired,F
355040,28,college/grad student,F
367262,49,sales/marketing,M
13622,29,sales/marketing,M
317593,53,clerical/admin,F
21015,25,college/grad student,M
306512,26,college/grad student,F
35536,25,scientist,M
92434,32,technician/engineer,M
441356,69,academic/educator,F
150581,32,self-employed,M
54651,28,executive/managerial,M
264661,27,executive/managerial,M
40796,13,sales/marketing,M
245951,34,sales/marketing,M
72787,29,college/grad student,F
386484,30,executive/managerial,M
148883,42,executive/managerial,F
382847,25,academic/educator,F
145666,31,executive/managerial,M
174728,32,executive/managerial,F
165255,34,college/grad student,M
16114,30,other or not specified,M
378505,25,sales/marketing,M
340197,28,self-employed,M
315361,31,college/grad student,M
346932,27,executive/managerial,M
224284,26,self-employed,M
351513,25,executive/managerial,M
128775,26,sales/marketing,M
170501,26,sales/marketing,M
25521,36,college/grad student,M
376201,31,college/grad student,F
244067,25,executive/managerial,M
327596,26,executive/managerial,M
420279,31,executive/managerial,M
361169,28,college/grad student,M
290574,26,sales/marketing,M
284278,29,college/grad student,M
337261,27,clerical/admin,M
331518,28,executive/managerial,M
443267,33,scientist,M
26672,34,artist,M
99482,39,scientist,M
183599,34,other or not specified,F
42293,29,college/grad student,M
433932,29,college/grad student,M
277847,27,scientist,M
448199,27,sales/marketing,F
374106,27,college/grad student,M
177524,31,executive/managerial,F
348548,29,executive/managerial,M
132472,32,sales/marketing,M
133361,34,other or not specified,M
364530,29,executive/managerial,M
135001,25,K-12 student,M
422001,28,homemaker,F
99523,27,sales/marketing,M
373813,33,scientist,M
356240,29,college/grad student,M
268366,19,other or not specified,F
298405,28,executive/managerial,M
195016,32,executive/managerial,M
116059,22,sales/marketing,M
248869,33,executive/managerial,M
62995,29,executive/managerial,M
299231,31,college/grad student,M
145696,32,college/grad student,M
161206,32,self-employed,M
212712,32,sales/marketing,M
67918,20,programmer,M
159502,29,executive/managerial,M
237901,39,college/grad student,M
121276,33,clerical/admin,M
194171,29,executive/managerial,M
321380,29,sales/marketing,M
362941,27,sales/marketing,M
411789,27,clerical/admin,M
38850,30,retired,F
414791,30,scientist,M
377465,27,executive/managerial,M
301020,56,other or not specified,F
303741,32,executive/managerial,M
267137,30,academic/educator,M
298492,27,college/grad student,F
179839,25,executive/managerial,F
310472,33,college/grad student,M
445805,29,executive/managerial,F
89953,32,academic/educator,M
183794,24,college/grad student,M
218259,31,scientist,M
362293,25,scientist,M
427437,26,self-employed,M
277481,29,scientist,M
189393,27,college/grad student,M
72048,27,programmer,M
404277,31,other or not specified,M
157167,26,sales/marketing,M
20732,34,other or not specified,M
314260,27,technician/engineer,M
416447,27,college/grad student,M
67358,25,college/grad student,F
382272,34,self-employed,F
319087,29,executive/managerial,M
36039,34,executive/managerial,M
261297,31,scientist,M
292569,38,sales/marketing,M
382526,32,executive/managerial,M
234344,63,retired,F
138591,25,college/grad student,M
356795,53,executive/managerial,M
188317,26,sales/marketing,F
20353,29,other or not specified,M
299766,19,technician/engineer,M
50960,20,other or not specified,M
32129,23,homemaker,M
27367,27,K-12 student,M
99262,26,self-employed,M
260526,20,college/grad student,M
90205,33,executive/managerial,M
302448,32,college/grad student,M
137001,34,programmer,M
225694,31,other or not specified,M
350787,26,executive/managerial,M
161445,29,college/grad student,M
11922,31,executive/managerial,M
53126,28,programmer,M
343149,29,academic/educator,F
158671,28,college/grad student,M
256923,32,scientist,M
128301,28,self-employed,M
412912,25,sales/marketing,M
99283,30,college/grad student,M
24733,34,college/grad student,M
27125,31,college/grad student,M
327344,23,sales/marketing,M
304307,26,sales/marketing,M
436957,31,artist,M
128130,34,other or not specified,M
10309,33,self-employed,M
355606,26,scientist,M
95939,32,executive/managerial,M
12597,18,sales/marketing,M
23261,37,executive/managerial,M
180630,27,executive/managerial,M
329735,31,scientist,M
406731,25,executive/managerial,M
220177,31,sales/marketing,M
321308,28,K-12 student,M
314630,27,other or not specified,F
405341,30,executive/managerial,F
163013,29,scientist,M
445424,32,executive/managerial,M
386570,26,college/grad student,F
381192,28,college/grad student,M
426118,31,college/grad student,F
389678,26,college/grad student,M
74133,29,executive/managerial,M
186022,31,college/grad student,M
5839,17,scientist,F
292208,25,executive/managerial,M
108051,30,sales/marketing,M
253381,31,college/grad student,M
203701,33,scientist,M
251727,13,K-12 student,M
389875,29,college/grad student,M
360115,34,executive/managerial,M
136739,34,executive/managerial,M
391854,21,sales/marketing,M
440641,33,executive/managerial,M
352933,31,scientist,M
110900,33,executive/managerial,M
18668,33,other or not specified,F
56123,34,self-employed,F
204356,18,sales/marketing,M
867,30,other or not specified,M
414347,40,programmer,M
282063,33,sales/marketing,M
308132,35,academic/educator,M
136806,33,sales/marketing,M
285904,32,sales/marketing,M
248846,32,college/grad student,M
158765,28,self-employed,M
302634,25,college/grad student,M
331856,30,college/grad student,M
140120,34,college/grad student,M
35614,27,executive/managerial,M
196922,26,college/grad student,M
240848,28,executive/managerial,M
169846,32,self-employed,M
88674,28,executive/managerial,M
125150,18,sales/marketing,M
112424,23,college/grad student,M
184945,30,executive/managerial,M
174117,23,sales/marketing,M
282173,31,college/grad student,M
356085,26,scientist,M
167469,27,sales/marketing,M
219845,35,executive/managerial,M
25111,42,technician/engineer,F
191761,33,homemaker,F
424032,27,tradesman/craftsman,M
43034,31,college/grad student,F
27887,20,college/grad student,M
178001,31,other or not specified,M
426794,89,executive/managerial,F
430963,30,executive/managerial,M
337814,32,scientist,M
143015,27,other or not specified,M
427852,33,homemaker,M
424244,34,self-employed,M
88068,33,college/grad student,M
326006,18,K-12 student,F
46130,30,college/grad student,F
384310,28,sales/marketing,M
185567,26,executive/managerial,M
404671,25,academic/educator,M
31649,33,college/grad student,M
47220,33,homemaker,F
78608,30,technician/engineer,M
414943,30,executive/managerial,M
34304,29,doctor/health care,F
195949,32,artist,M
144189,18,unemployed,F
240591,28,lawyer,F
403368,26,scientist,M
284411,32,sales/marketing,M
82527,29,executive/managerial,M
311366,25,executive/managerial,M
391692,29,college/grad student,M
352662,25,self-employed,M
366721,30,self-employed,M
118974,27,college/grad student,M
323340,33,college/grad student,F
96908,75,executive/managerial,M
213254,26,executive/managerial,M
184267,33,executive/managerial,M
410574,34,scientist,M
105958,33,self-employed,M
133824,30,other or not specified,F
317063,26,executive/managerial,M
333132,30,other or not specified,M
100052,32,artist,M
428351,28,college/grad student,M
360151,33,college/grad student,M
414280,26,sales/marketing,M
418350,26,other or not specified,F
307890,35,artist,M
173486,34,college/grad student,F
115228,27,executive/managerial,M
134545,25,other or not specified,F
378485,29,scientist,M
273284,30,scientist,M
94715,33,executive/managerial,M
41087,29,college/grad student,M
301405,24,sales/marketing,M
378520,29,self-employed,F
133037,31,executive/managerial,M
41123,33,other or not specified,M
394871,36,lawyer,M
71571,21,sales/marketing,M
12657,25,executive/managerial,M
150250,30,self-employed,M
125036,32,college/grad student,M
162626,18,K-12 student,M
84570,33,college/grad student,M
266490,30,college/grad student,M
282414,25,college/grad student,M
287254,25,college/grad student,M
135000,30,technician/engineer,M
91113,30,executive/managerial,M
312533,28,self-employed,M
192113,27,college/grad student,M
71255,31,college/grad student,M
68221,27,artist,M
402610,25,executive/managerial,M
339229,32,self-employed,F
216373,28,college/grad student,M
334795,32,college/grad student,F
19099,28,executive/managerial,M
397207,31,tradesman/craftsman,M
177739,26,college/grad student,M
45643,34,sales/marketing,M
196439,26,technician/engineer,M
148245,25,college/grad student,M
130943,31,executive/managerial,M
396021,33,scientist,M
148090,34,self-employed,M
159743,26,college/grad student,F
421311,30,executive/managerial,M
11616,26,executive/managerial,M
396987,29,sales/marketing,M
309363,28,executive/managerial,M
261968,34,sales/marketing,M
246846,34,clerical/admin,M
303690,30,college/grad student,M
191354,28,other or not specified,M
39632,27,academic/educator,M
324925,34,K-12 student,M
373939,29,self-employed,M
300901,34,scientist,M
254843,70,academic/educator,F
233373,29,executive/managerial,M
105002,25,executive/managerial,F
307284,31,technician/engineer,M
222761,25,college/grad student,M
380679,29,academic/educator,M
208123,30,college/grad student,M
191450,25,sales/marketing,M
12326,28,college/grad student,M
116736,53,self-employed,F
217729,31,self-employed,M
83438,30,self-employed,M
359624,32,executive/managerial,M
190274,26,homemaker,M
219971,25,college/grad student,M
384599,28,customer service,M
315559,27,academic/educator,F
127868,34,self-employed,M
102613,31,K-12 student,M
44312,21,scientist,M
199131,28,sales/marketing,M
64158,33,college/grad student,M
346503,25,K-12 student,M
5335,26,self-employed,F
342527,34,scientist,M
335470,25,self-employed,M
408736,26,college/grad student,M
212867,30,college/grad student,M
223759,28,college/grad student,F
16348,26,scientist,M
318810,29,college/grad student,M
448065,32,executive/managerial,M
171073,32,other or not specified,M
31715,32,sales/marketing,F
4944,27,other or not specified,M
115865,34,executive/managerial,M
239028,24,sales/marketing,M
16504,27,scientist,M
52474,47,academic/educator,F
37330,26,executive/managerial,F
95530,36,academic/educator,F
334581,34,executive/managerial,M
7788,34,scientist,F
2496,21,self-employed,F
129724,29,self-employed,M
405473,28,scientist,M
158938,30,homemaker,M
121092,8,K-12 student,M
276890,30,retired,M
428588,30,executive/managerial,M
441404,32,college/grad student,M
