movieid,genres,belongs_to_collection,popularity,vote_average
whisper+of+the+heart+1995,16,0,10.550235,7.7
zambezia+2012,35,0,8.825276,5.3
iron+man+2+2010,12,1,19.083344,6.6
gnomeo++juliet+2011,16,0,9.244469,5.8
diary+of+a+wimpy+kid+dog+days+2012,35,1,10.225555,6.0
birdman+of+alcatraz+1962,18,0,4.471515,7.0
born+into+brothels+2004,99,0,2.96237,6.7
monsieur++hulots+holiday+1953,35,0,4.328916,7.3
the+killing+jar+2010,18,0,0.903425,5.1
the+wind+will+carry+us+1999,18,0,1.301513,6.9
the+secret+world+of+arrietty+2010,14,0,8.636052,7.4
red+cliff+part+ii+2009,10752,1,7.309903,7.1
the+gods+must+be+crazy+1980,28,1,10.973482,7.1
the+oyster+princess+1919,35,0,0.352892,7.4
i+stand+alone+1998,18,0,6.138782,7.5
hitchcock+2012,18,0,10.841495,6.3
what+alice+found+2003,18,0,0.28813,6.1
puss+in+boots+the+three+diablos+2011,16,0,12.018446,6.6
interstella+5555+the+5tory+of+the+5ecret+5tar+5ystem+2003,878,0,4.812815,7.4
back+to+the+future+1985,12,1,25.778509,8.0
frozen+2013,16,1,24.248243,7.3
troy+2004,12,0,15.387275,6.9
die+hard+1988,28,1,16.640522,7.5
frances+ha+2013,35,0,8.471415,7.3
repast+1951,18,0,0.732005,8.0
the+young+unknowns+2000,18,0,0.001677,0.0
the+amazing+spider-man+2+2014,28,1,26.23687,6.5
killing+auntie+1985,35,0,1.3e-05,0.0
one+hundred+and+one+dalmatians+1961,12,1,15.727519,6.8
shenandoah+2012,99,0,0.990786,4.0
alone+2008,10749,0,1.214845,6.8
the+frozen+ground+2013,53,0,12.388833,6.1
the+man+who+knew+too+much+1956,12,0,12.547763,7.3
harry+potter+and+the+order+of+the+phoenix+2007,12,1,21.3643,7.4
the+invitation+2003,27,0,0.561609,4.0
a+tale+from+the+past+1987,35,0,1.250959,8.0
animal+factory+2000,80,0,6.432071,6.6
the+lord+of+the+rings+the+two+towers+2002,12,1,29.423537,8.0
a+double+life+1947,18,0,0.818896,7.1
tanguy+2001,35,0,3.36053,5.8
se7en+1995,80,0,18.45743,8.1
bruce+almighty+2003,14,1,15.947524,6.4
first+blood+1982,28,1,14.778884,7.2
cradle+of+fear+2001,27,0,1.44886,4.1
paradise+now+2005,53,0,3.714186,6.9
bon+voyage+2003,35,0,2.445568,5.7
small+roads+2011,99,0,0.047721,5.0
friends+of+god+a+road+trip+with+alexandra+pelosi+2007,99,0,0.57686,7.0
futureworld+1976,28,1,6.265857,5.7
casino+royale+2006,12,1,23.065078,7.3
time+2006,10749,0,3.376611,7.1
indiana+jones+and+the+last+crusade+1989,12,1,14.788987,7.6
vigilante+1983,28,0,2.620456,7.1
the+tree+of+wooden+clogs+1978,18,0,2.660443,7.1
a+home+at+the+end+of+the+world+2004,10749,0,4.136105,6.8
avatar+2009,28,1,185.070892,7.2
airspeed+1998,12,0,0.506837,3.3
a+single+shot+2013,18,0,12.90146,5.7
the+lord+of+the+rings+the+return+of+the+king+2003,12,1,29.324358,8.1
mindscape+2013,53,0,10.860471,6.5
dragon+ball+curse+of+the+blood+rubies+1986,28,1,2.71067,6.2
kitchen+stories+2003,18,0,6.164594,7.0
undisputed+iii++redemption+2010,28,1,16.201377,7.3
one+good+cop+1991,18,0,3.167139,4.8
the+bands+visit+2007,35,0,9.410107,7.0
eva+2011,878,0,4.788492,6.4
shrek+forever+after+2010,35,1,11.803808,6.0
vision+quest+1985,18,0,5.504082,6.4
close+encounters+of+the+third+kind+1977,878,0,10.610446,7.2
castle+in+the+sky+1986,12,0,11.061551,7.8
apocalypse+now+1979,18,0,13.5963,8.0
before+the+devil+knows+youre+dead+2007,80,0,9.309967,6.9
love+me+if+you+dare+2003,18,0,6.138669,7.4
the+hobbit+an+unexpected+journey+2012,12,1,23.253089,7.0
south+park+bigger_+longer++uncut+1999,16,0,11.818055,7.1
and+now+for+something+completely+different+1971,35,0,9.132013,7.1
adanggaman+2000,18,0,0.071765,7.5
the+beat+that+my+heart+skipped+2005,18,0,6.80183,6.8
mississippi+grind+2015,18,0,6.054981,5.9
the+invention+of+lying+2009,35,0,7.087161,6.0
demon+wind+1990,27,0,0.178519,4.5
nicholas+and+alexandra+1971,10749,0,1.952752,7.0
the+mule+2014,80,0,5.481206,6.2
up+periscope+1959,28,0,1.261092,5.6
oceans+2009,99,0,7.785003,7.3
the+day+the+earth+stood+still+1951,18,0,9.360003,7.3
alien+1979,27,1,23.37742,7.9
kilometre+zero+2005,18,0,0.245309,5.8
machine+gun+preacher+2011,28,0,5.87767,6.4
fury+2014,10752,0,36.713807,7.4
fight+club+1999,18,0,63.869599,8.3
youll+find+out+1940,35,0,0.506712,5.4
teachers+1984,35,0,2.275641,5.7
three+brave+men+1956,18,0,0.370534,6.5
the+monastery+of+sendomir+1920,18,0,0.113587,6.0
how+to+train+your+dragon+2+2014,14,1,12.256689,7.6
constantine+2005,18,1,9.615691,6.6
bunnyman+2011,27,0,0.594855,2.3
cinderella+2015,10749,0,19.801128,6.7
beware+of+pity+1946,18,0,0.437779,4.5
ballet+shoes+2008,10770,0,5.828623,6.3
beyond+the+minds+eye+1992,16,0,0.016204,6.0
the+look+of+love+2013,35,0,4.121282,5.2
the+godfather+1972,18,1,41.109264,8.5
road+train+2010,27,0,2.589064,3.5
the+normal+heart+2014,18,0,12.661286,7.9
mommie+dearest+1981,18,0,2.878266,6.6
the+doctor+and+the+devils+1985,27,0,2.993009,5.8
the+ref+1994,35,0,5.868677,6.7
the+shawshank+redemption+1994,18,0,51.645403,8.5
the+onion+field+1979,80,0,9.637341,6.2
5050+2011,35,0,11.869481,7.0
close+encounters+of+the+third+kind+1977,878,0,10.610446,7.2
bobcat+goldthwait+you+dont+look+the+same+either+2012,35,0,0.372547,6.0
hamlet+1948,18,0,3.188067,7.1
the+mask+of+dimitrios+1944,53,0,5.619832,6.1
life+of+pi+2012,12,0,14.045042,7.2
johnny+got+his+gun+1971,10752,0,4.261661,7.2
harry+potter+and+the+philosophers+stone+2001,12,1,38.187238,7.5
harry+potter+and+the+goblet+of+fire+2005,12,1,24.903058,7.5
the+clowns+1970,18,0,1.103624,6.4
airplane+1980,35,1,13.063203,7.1
the+green+mile+1999,14,0,19.96678,8.2
the+man+who+sleeps+1974,18,0,0.483924,8.5
blood+and+bone+2009,18,0,12.673118,6.6
how+to+train+your+dragon+2010,14,1,14.416681,7.5
invasion+of+the+body+snatchers+1956,27,0,6.135431,7.3
big+hero+6+2014,12,0,213.849907,7.8
gamera+vs.+guiron+1969,12,1,0.441542,4.3
unnaipol+oruvan+2009,80,0,0.902673,6.9
tokyo+decadence+1992,18,1,1.960567,6.0
stargate+1994,28,0,13.328924,6.8
family+honeymoon+1948,35,0,0.660586,6.0
mesrine+killer+instinct+2008,18,1,4.675264,7.3
illusive+tracks+2003,35,0,0.776818,5.5
the+crucified+lovers+1954,18,0,1.244892,7.6
the+road+home+1999,18,0,2.611492,7.7
police+state+1987,0,0,0.002001,7.0
jesse+stone+benefit+of+the+doubt+2012,18,1,1.870355,6.5
appointment+in+tokyo+1945,99,0,0.002307,0.0
lornas+silence+2008,80,0,4.720788,6.7
the+children+2008,27,0,7.320166,6.3
one+deadly+summer+1983,9648,0,1.786832,7.1
pirates+of+the+caribbean+the+curse+of+the+black+pearl+2003,12,1,47.326665,7.5
enter+nowhere+2011,9648,0,3.205782,6.5
asphalt+lambs+1968,18,0,0.036471,7.0
the+misfortunates+2009,18,0,3.961008,7.3
samurai+vendetta+1959,18,0,0.11533,6.5
hollow+reed+1996,18,0,0.261217,6.8
my+best+friends+wife+1998,10749,0,0.826487,6.3
the+secret+of+kells+2009,16,0,5.544992,7.3
adelheid+1970,18,0,0.74998,6.7
the+family+man+2000,35,0,6.287072,6.5
the+colour+of+magic+2008,35,1,9.762587,6.4
crosby_+stills++nash+long+time+comin+1990,0,0,8.8e-05,0.0
thor+2011,12,1,29.158489,6.6
gone+nutty+2002,16,0,5.51214,6.7
harry+potter+and+the+philosophers+stone+2001,12,1,38.187238,7.5
sweet+sixteen+2002,80,0,12.130265,6.5
funeral+in+berlin+1966,53,1,13.869663,6.1
being+there+1979,35,0,12.320636,7.7
the+swimming+pool+1969,80,0,3.303818,6.9
wonderland+1999,18,0,1.433822,6.9
savage+grace+2007,18,0,5.225054,5.7
the+cabin+in+the+woods+2012,27,0,14.811958,6.6
the+lord+of+the+rings+the+two+towers+2002,12,1,29.423537,8.0
barneys+version+2010,35,0,7.524794,7.2
alice+in+wonderland+2010,10751,1,17.285093,6.4
ma+che+colpa+abbiamo+noi+2003,0,0,0.465185,6.1
x-men+days+of+future+past+2014,28,1,26.058586,7.5
whiplash+2014,18,0,64.29999,8.3
sixteen+candles+1984,35,0,6.683723,6.9
close+encounters+of+the+third+kind+1977,878,0,10.610446,7.2
bad+men+of+missouri+1941,37,0,1.692907,5.0
raising+victor+vargas+2002,18,0,1.178723,7.8
i_+robot+2004,28,0,14.43075,6.7
neptunes+daughter+1949,35,0,0.400869,7.7
i+spit+on+your+grave+2+2013,53,1,12.75872,5.9
how+i+killed+my+father+2001,18,0,1.811615,6.3
flesh++blood+1985,12,0,13.006729,6.3
enemy+at+the+gates+2001,10752,0,10.704813,7.2
possible+worlds+2000,9648,0,0.811769,5.8
ponyo+2008,16,0,8.470945,7.5
treasure+island+2012,12,0,2.044566,5.8
freeway+1996,35,1,7.088533,6.5
a+tale+of+two+sisters+2003,18,0,6.247028,7.0
the+secret+of+nimh+1982,14,1,10.812275,7.5
forbidden+planet+1956,12,0,6.379966,7.2
mrs.+miniver+1942,18,0,3.306745,6.7
neds+2010,18,0,3.668167,6.7
operation+mad+ball+1957,35,0,0.962968,7.0
monsters_+inc.+2001,16,1,26.419962,7.5
tekkonkinkreet+2006,28,0,7.020628,7.7
the+winslow+boy+1948,18,0,0.836101,6.5
detour+1945,80,0,3.392467,7.3
the+amateur+1981,28,0,1.701134,5.0
kabhi+khushi+kabhie+gham+2001,35,0,6.523888,7.6
the+anniversary+party+2001,35,0,2.668002,6.4
geronimo+an+american+legend+1993,36,0,4.653462,5.9
the+bourne+legacy+2012,28,1,14.89499,6.0
the+busher+1919,18,0,0.202719,5.0
kiss+kiss+bang+bang+2005,28,0,11.76054,7.2
trance+2013,53,0,7.876299,6.5
the+lost+squadron+1932,10752,0,1.011163,5.4
sweet+home+1989,27,0,1.027139,8.4
home+run+2013,18,0,1.472463,6.3
aliens+1986,27,1,21.761179,7.7
sal_+or+the+120+days+of+sodom+1975,36,0,7.705479,6.4
when+evening+falls+on+bucharest+or+metabolism+2013,18,0,0.271783,7.4
despicable+me+2010,16,1,22.274502,7.1
wild+america+1997,10751,0,7.477411,5.8
shutter+island+2010,18,0,15.813629,7.8
inception+2010,28,0,29.108149,8.1
the+tin+drum+1979,18,0,5.614456,7.0
fight+club+1999,18,0,63.869599,8.3
how+to+train+your+dragon+2010,14,1,14.416681,7.5
the+taking+of+pelham+1+2+3+2009,53,0,15.09911,6.2
71+fragments+of+a+chronology+of+chance+1994,18,1,2.445019,7.0
girls+just+want+to+have+fun+1985,35,0,3.753097,6.5
reykjavik-rotterdam+2008,28,0,1.14599,5.8
the+iran+job+2012,99,0,0.287511,5.5
2001+a+space+odyssey+1968,878,1,22.494622,7.9
finding+nemo+2003,16,1,25.497794,7.6
cell+211+2009,28,0,8.075698,7.3
the+art+of+getting+by+2011,18,0,5.24456,6.4
full+body+massage+1995,18,0,1.852584,5.5
gone+girl+2014,9648,0,154.801009,7.9
double+jeopardy+1999,80,0,10.876463,6.2
insurgent+2015,12,1,27.887186,6.2
a+song+is+born+1948,28,0,1.266629,6.4
toy+story+1995,16,1,21.946943,7.7
easy+living+1937,35,0,1.170418,6.1
harry+potter+and+the+deathly+hallows+part+2+2011,10751,1,24.990737,7.9
green+street+hooligans+2005,80,1,7.772618,7.1
the+frightened+city+1961,80,0,0.219878,6.5
blow+2001,80,0,12.332223,7.4
whiplash+2014,18,0,64.29999,8.3
raiders+of+the+lost+ark+1981,12,1,19.901576,7.7
zodiac+2014,878,0,3.29973,3.8
future+cops+1993,28,0,1.16345,5.9
greenfingers+2001,35,0,6.618392,6.6
in+search+of+a+midnight+kiss+2007,35,0,1.573576,6.4
seven+samurai+1954,28,0,15.01777,8.2
the+little+mermaid+1989,16,1,17.496832,7.2
the+lord+of+the+rings+the+two+towers+2002,12,1,29.423537,8.0
leon+the+professional+1994,53,0,20.477329,8.2
irreversible+2002,18,0,16.76382,7.1
armadillo+2010,99,0,2.333307,7.0
iron+man+2008,28,1,22.073099,7.4
camera+buff+1979,18,0,1.882661,7.3
raiders+of+the+lost+ark+1981,12,1,19.901576,7.7
the+sword+in+the+stone+1963,16,0,10.636458,6.9
toy+story+3+2010,16,1,16.96647,7.6
rush+2013,18,0,10.63552,7.7
beautiful+thing+1996,35,0,5.766163,7.3
the+source+1999,99,0,0.447313,4.9
the+day+the+earth+stood+still+1951,18,0,9.360003,7.3
dont+look+back+2009,18,0,10.681024,5.8
career+girls+1997,18,0,3.459251,7.4
accattone+1961,18,0,2.557031,7.8
the+adventures+of+huck+finn+1993,28,0,4.048513,6.2
blow+out+1981,18,0,7.536295,7.3
allotment+wives+1945,18,0,0.284479,6.5
snow+white+and+the+seven+dwarfs+1937,14,0,16.263878,6.9
basara+princess+goh+1992,36,0,0.644204,4.3
detour+1945,80,0,3.392467,7.3
full+metal+jacket+1987,18,0,13.94148,7.9
monty+python+and+the+holy+grail+1975,12,0,10.43389,7.8
the+lord+of+the+rings+the+fellowship+of+the+ring+2001,12,1,32.070725,8.0
special+delivery+2002,35,0,0.013177,0.0
close+encounters+of+the+third+kind+1977,878,0,10.610446,7.2
snowpiercer+2013,28,0,14.131906,6.7
terminator+2+judgment+day+1991,28,1,22.661695,7.7
marvel+one-shot+item+47+2012,878,0,5.569008,6.6
a+face+in+the+crowd+1957,18,0,6.656685,7.4
the+enforcer+1976,28,1,7.550133,6.7
spirited+away+2001,14,0,41.048867,8.3
into+the+blue+2005,28,1,10.022102,5.8
the+love+of+the+three+pomegranates+1979,18,0,1.1e-05,0.0
a+christmas+story+1983,35,1,7.337907,7.4
the+people+vs.+larry+flynt+1996,18,0,9.178371,6.8
the+big+heat+1953,80,0,8.48839,7.9
altman+2014,0,0,3.031063,6.4
twin+peaks+fire+walk+with+me+1992,18,0,8.736538,7.3
outfoxed+rupert+murdochs+war+on+journalism+2004,99,0,2.782194,6.9
i+cant+think+straight+2008,18,0,2.830411,7.3
black+tar+heroin+the+dark+end+of+the+street+2000,99,0,0.232074,7.1
walle+2008,16,0,16.088366,7.8
elvis+meets+nixon+1997,18,0,0.721504,6.6
flash+gordon+trip+to+mars+1938,12,0,0.933309,4.3
convict+13+1920,35,0,0.817589,6.6
gone+girl+2014,9648,0,154.801009,7.9
man+at+bath+2010,18,0,0.956317,5.4
the+little+mermaid+1989,16,1,17.496832,7.2
the+way+he+looks+2014,18,0,5.711274,8.1
forrest+gump+1994,35,0,48.307194,8.2
unstoppable+2010,28,0,12.697059,6.3
the+proud+and+the+beautiful+1953,18,0,0.143037,6.8
troy+2004,12,0,15.387275,6.9
django+unchained+2012,18,0,19.785025,7.8
the+little+mermaid+1989,16,1,17.496832,7.2
the+new+guy+2002,35,0,9.255418,5.7
delusions+of+grandeur+1971,35,0,5.507194,7.5
quackser+fortune+has+a+cousin+in+the+bronx+1970,35,0,2e-06,0.0
the+package+1989,28,0,3.721996,5.6
the+straight+story+1999,18,0,14.580995,7.7
double+jeopardy+1999,80,0,10.876463,6.2
mrs.+miniver+1942,18,0,3.306745,6.7
bandaged+2009,28,0,0.276734,4.8
the+loved+ones+2009,27,0,5.624576,6.6
arthur+christmas+2011,18,0,8.453796,6.7
beauty+and+the+beast+1991,10749,1,23.433511,7.5
hello+ladies+the+movie+2014,35,0,2.957017,6.4
constantines+sword+2008,99,0,0.206718,4.4
all+that+glitters+2010,35,0,4.930447,6.4
friday+the+13th+2009,27,1,14.20229,5.7
compulsion+1959,80,0,1.240376,6.8
tracers+2015,28,0,9.056173,5.9
forbidden+planet+1956,12,0,6.379966,7.2
on+the+town+1949,35,0,3.446446,6.9
the+hero+1966,18,0,0.517052,7.6
distant+voices_+still+lives+1988,18,0,1.402994,6.8
suicide+killers+2006,99,0,0.038824,7.0
mumford+1999,35,0,8.102656,6.3
zombies+on+broadway+1945,35,0,0.414715,4.7
the+hellions+1961,12,0,0.661806,3.3
smiles+of+a+summer+night+1955,35,0,4.354106,7.6
harvey+1996,14,0,0.143493,0.0
the+big+boss+1971,28,0,10.486927,7.3
patton+oswalt+my+weakness+is+strong+2009,35,0,0.905823,7.7
the+purge+anarchy+2014,27,1,27.756026,6.6
araya+1959,99,0,0.418088,6.9
cobain+montage+of+heck+2015,10402,0,6.516131,7.5
a+streetcar+named+desire+1951,18,0,7.301719,7.6
the+bitter+tears+of+petra+von+kant+1972,18,0,2.077361,7.5
dreamworld+2012,35,0,1.710635,5.9
metropolitan+1990,35,0,1.68399,7.0
looking+for+mr.+goodbar+1977,18,0,7.637221,6.8
back+to+the+future+1985,12,1,25.778509,8.0
exit+2011,18,0,0.667502,3.5
sarahs+key+2010,18,0,6.091224,7.2
the+pirate+bay+away+from+keyboard+2013,99,0,4.02059,7.0
the+life+before+her+eyes+2007,53,0,12.914737,6.1
takva+a+mans+fear+of+god+2006,18,0,0.862463,7.7
the+assassination+of+richard+nixon+2004,18,0,10.107677,6.4
great+expectations+2012,18,0,6.812108,6.3
charlie+st.+cloud+2010,18,0,6.273131,6.8
the+brothers+solomon+2007,35,0,7.985172,4.9
jane+eyre+1996,18,0,2.420301,7.1
outside+the+law+2010,28,0,1.170864,6.5
hit+lady+1974,53,0,0.171598,5.0
seven+samurai+1954,28,0,15.01777,8.2
the+hangover+2009,35,1,23.947351,7.2
love_+rosie+2014,35,0,14.566103,7.7
the+guitar+mongoloid+2004,18,0,0.488422,5.4
one+hundred+and+one+dalmatians+1961,12,1,15.727519,6.8
raiders+of+the+lost+ark+1981,12,1,19.901576,7.7
the+dirt+bike+kid+1985,35,0,0.151977,5.3
jersey+boys+2014,10402,0,6.447072,6.8
santa+claus+1898,10751,0,0.878122,6.0
lies++illusions+2009,28,0,4.41396,3.9
ponyo+2008,16,0,8.470945,7.5
hollow+point+1996,28,0,1.098837,4.4
moms+mabley+i+got+somethin+to+tell+you+2013,0,0,1.208847,6.0
fill+the+void+2012,18,0,1.647014,6.5
the+dictator+2012,35,0,7.446085,5.9
mickey_+donald_+goofy+the+three+musketeers+2004,12,0,7.673021,6.3
micmacs+2009,28,0,5.278672,6.8
my+neighbor+totoro+1988,14,0,13.507299,8.0
vengeance+2009,53,0,5.752058,6.1
les+biches+1968,18,0,1.454386,5.4
suspended+animation+2001,27,0,0.124863,0.0
crawlspace+2013,27,0,2.405696,4.7
the+boogey+man+1980,27,0,2.241945,5.0
toomorrow+1970,35,0,1.418274,0.0
haunted+echoes+2008,27,0,0.381248,4.3
winter+light+1963,18,1,4.338439,7.6
dragon+ball+z+broly+-+the+legendary+super+saiyan+1993,16,1,7.348249,7.3
bianca+beauchamp+all+access+2007,99,0,0.44374,8.0
the+kingdom+ii+1997,27,1,0.553169,6.7
8+2012,0,0,1.758414,7.0
see+heaven+1995,0,0,0.056847,5.0
harry+potter+and+the+philosophers+stone+2001,12,1,38.187238,7.5
the+fall+2008,12,0,15.855108,7.7
shadow+of+the+eagle+2005,0,0,0.102529,1.0
casanova+brown+1944,35,0,0.546994,6.3
night+across+the+street+2012,0,0,0.277824,7.5
joshua+2002,18,0,1.109111,7.8
the+dark+knight+2008,18,1,123.167259,8.3
midnight+express+1978,18,0,7.186048,7.6
the+godfather+1972,18,1,41.109264,8.5
keith+2008,18,0,9.560911,7.0
louis+c.k.+live+at+the+comedy+store+2015,35,0,2.515629,7.4
tin+cup+1996,35,0,6.24966,5.9
the+wrestler+2008,18,0,7.903956,7.3
castle+in+the+sky+1986,12,0,11.061551,7.8
the+hunger+games+mockingjay+-+part+1+2014,878,1,147.098006,6.6
delusion+1991,80,0,0.156722,4.8
conan+the+destroyer+1984,12,1,10.151366,5.8
evidence+1995,0,0,0.143966,6.5
living+in+emergency+stories+of+doctors+without+borders+2008,99,0,0.051896,9.0
dear+zachary+a+letter+to+a+son+about+his+father+2008,80,0,5.531686,8.4
noises+off...+1992,35,0,4.179487,7.0
the+great+white+hype+1996,35,0,3.321765,5.1
cold+souls+2009,35,0,12.563435,6.1
the+story+of+adele+h+1975,18,0,3.542253,6.9
the+dark+knight+rises+2012,28,1,20.58258,7.6
the+incredible+hulk+2008,878,0,19.125537,6.1
the+bat+whispers+1930,80,0,0.670708,6.3
fires+on+the+plain+1959,18,0,3.464092,7.8
avatar+2009,28,1,185.070892,7.2
my+fhrer+2007,10752,0,2.044515,5.2
the+ruins+2008,18,0,7.192452,5.6
i+like+killing+flies+2004,99,0,0.829,6.9
starsky++hutch+2004,35,0,10.776138,5.6
otello+1986,0,0,0.001586,6.7
blade+runner+1982,878,1,96.272374,7.9
killer+pad+2008,35,0,4.372474,3.8
escape+from+alcatraz+1979,80,0,11.837667,7.3
butchered+2010,27,0,0.051973,3.0
david+cross+the+pride+is+back+1999,35,0,0.222578,8.2
mayor+of+the+sunset+strip+2003,99,0,0.572591,7.2
i_+robot+2004,28,0,14.43075,6.7
tokyo+olympiad+1965,99,0,0.643658,8.0
the+equalizer+2014,53,0,17.618057,7.1
shrek+2001,12,1,17.987728,7.3
the+ice+house+1997,18,0,1.485183,5.5
big+hero+6+2014,12,0,213.849907,7.8
lost+youth+1948,0,0,0.15381,6.0
english+vinglish+2012,18,0,3.611437,7.3
ponyo+2008,16,0,8.470945,7.5
death+racers+2008,28,0,0.984599,3.1
the+brain+1988,27,0,0.748217,4.6
the+terminator+1984,28,1,19.293562,7.4
ghostbusters+1984,35,1,22.089729,7.3
the+forgiveness+of+blood+2011,18,0,0.904979,6.7
from+russia+with+love+1963,28,1,12.536729,6.9
resurrection+of+the+little+match+girl+2002,28,0,0.228888,5.3
picnic+on+the+grass+1959,10749,0,0.551862,6.1
raiders+of+the+lost+ark+1981,12,1,19.901576,7.7
the+mystery+of+the+yellow+room+2003,35,0,1.312686,6.7
frozen+2013,16,1,24.248243,7.3
love+unto+death+1984,18,0,0.009961,7.0
star+wars+1977,12,1,42.149697,8.1
murk+2005,53,0,1.495971,6.8
antonias+line+1995,18,0,2.030174,7.2
arranged+2007,18,0,1.062884,6.0
how+to+train+your+dragon+2+2014,14,1,12.256689,7.6
why+be+good+1929,10749,0,0.374038,7.5
norwegian+ninja+2010,18,0,0.409606,3.8
love+at+the+top+1974,18,0,1.115666,6.8
the+green+mile+1999,14,0,19.96678,8.2
z+1969,18,0,11.943621,8.0
the+amazing+spider-man+2012,28,1,31.102267,6.5
the+big+year+2011,35,0,10.267905,5.6
13+beloved+2006,9648,0,2.934419,6.4
the+bridge+1959,18,0,2.288764,7.6
se7en+1995,80,0,18.45743,8.1
dj+vu+2006,28,0,14.922904,6.6
pepi_+luci_+bom+1980,35,0,1.253508,6.7
himalaya+1999,12,0,1.349366,6.9
battlestar+galactica+razor+2007,10770,1,4.944294,7.2
little+ashes+2008,18,0,3.396498,6.1
the+dark+knight+2008,18,1,123.167259,8.3
harry+potter+and+the+half-blood+prince+2009,12,1,19.083723,7.4
cabin+fever+patient+zero+2014,27,1,10.118928,4.7
the+tale+of+zatichi+continues+1962,12,1,1.263306,7.3
kingsman+the+secret+service+2015,80,1,28.224212,7.6
stonehearst+asylum+2014,53,0,21.991755,6.6
whisper+of+the+heart+1995,16,0,10.550235,7.7
crossroads+1986,18,0,10.852948,6.9
iron+man+2008,28,1,22.073099,7.4
stonehearst+asylum+2014,53,0,21.991755,6.6
tiger+eyes+2012,18,0,1.731435,5.5
gattaca+1997,53,0,12.89312,7.5
mariya+1975,99,0,0.001393,6.5
no+good+deed+2002,28,0,4.165629,5.2
fame+1980,18,0,5.511557,6.0
cries+and+whispers+1972,18,0,9.983092,7.8
the+double+life+of+veronique+1991,18,0,9.661817,7.3
geronimo+an+american+legend+1993,36,0,4.653462,5.9
kikis+delivery+service+1989,16,0,12.220581,7.6
the+seventh+cross+1944,18,0,0.283062,5.3
the+chambermaid+on+the+titanic+1997,18,0,0.406397,5.3
i_+robot+2004,28,0,14.43075,6.7
shrek+2+2004,12,1,16.22986,6.7
the+mountain+of+the+cannibal+god+1978,12,0,1.917511,5.7
up+2009,16,0,19.330884,7.8
harry+potter+and+the+chamber+of+secrets+2002,12,1,29.741452,7.4
angel+face+1952,80,0,10.156514,6.9
mina+tannenbaum+1994,18,0,0.400813,4.8
the+7th+voyage+of+sinbad+1958,28,1,11.118379,6.8
the+last+airbender+2010,28,0,9.544657,4.7
the+locusts+1997,18,0,0.53204,3.8
scarface+1983,28,0,11.299673,8.0
the+money+order+1968,35,0,0.196975,7.8
why+we+fight+divide+and+conquer+1943,99,1,0.473322,5.0
unborn+in+the+usa+inside+the+war+on+abortion+2007,99,0,0.041153,7.0
the+benny+goodman+story+1956,18,0,0.830073,5.9
snake+and+crane+arts+of+shaolin+1978,18,0,1.513866,6.8
twin+peaks+fire+walk+with+me+1992,18,0,8.736538,7.3
the+children+are+watching+us+1944,18,0,0.412633,7.2
the+lord+of+the+rings+the+return+of+the+king+2003,12,1,29.324358,8.1
cool+air+2006,27,0,0.509406,3.8
ai+weiwei+never+sorry+2012,99,0,2.643111,7.1
the+congress+2013,18,0,8.534039,6.4
the+woman+who+wasnt+there+2012,99,0,0.76495,6.7
ratatouille+2007,16,0,20.50803,7.5
chimpanzee+2012,99,0,5.583996,6.5
speaking+parts+1989,18,0,1.132456,5.8
virgin+territory+2007,12,0,6.100498,4.3
nausica+of+the+valley+of+the+wind+1984,12,0,11.267366,7.7
ghost+world+2001,35,0,5.460971,7.1
st+trinians+2+the+legend+of+frittons+gold+2009,35,1,5.309602,5.4
insurgent+2015,12,1,27.887186,6.2
sweet+sixteen+2002,80,0,12.130265,6.5
castle+in+the+sky+1986,12,0,11.061551,7.8
one+flew+over+the+cuckoos+nest+1975,18,0,35.529554,8.3
aliens+vs+predator+requiem+2007,14,1,10.793324,4.9
alice+in+wonderland+1951,16,0,16.488937,7.0
alien+1979,27,1,23.37742,7.9
whiplash+2014,18,0,64.29999,8.3
slingshot+hip+hop+2008,0,0,0.07436,9.0
harry+potter+and+the+philosophers+stone+2001,12,1,38.187238,7.5
the+terminator+1984,28,1,19.293562,7.4
alice+in+wonderland+2010,10751,1,17.285093,6.4
prizzis+honor+1985,10749,0,7.506871,6.5
frenchmen+2+2007,35,1,1.440118,6.1
kill+by+inches+1999,0,0,0.003174,0.0
bikini+spring+break+2012,35,0,1.946823,3.8
eversmile_+new+jersey+1989,10749,0,0.511066,5.5
notorious+2009,18,0,5.336296,6.6
i_+robot+2004,28,0,14.43075,6.7
warlock+1989,12,1,11.906872,5.8
double+harness+1933,18,0,0.561833,8.0
shelter+2007,28,0,7.72654,7.8
phantom+2013,53,0,6.651567,5.5
the+shawshank+redemption+1994,18,0,51.645403,8.5
windstruck+2004,35,0,1.896423,7.2
the+blue+room+2014,18,0,2.490899,6.2
an+american+tail+1986,18,1,11.928545,6.6
inferno+1953,10749,0,2.290681,5.9
a+bugs+life+1998,12,0,16.869209,6.8
the+matrix+1999,28,1,33.366332,7.9
criminal+2004,28,0,2.93151,6.5
harlan+county+u.s.a.+1976,99,0,1.595006,7.7
the+secret+world+of+arrietty+2010,14,0,8.636052,7.4
orphans+of+the+storm+1921,18,0,1.526876,6.8
trial+and+error+1997,35,0,2.683782,5.3
up+in+the+wind+2013,0,0,0.196724,3.0
forrest+gump+1994,35,0,48.307194,8.2
women+of+the+night+1948,10749,0,0.530321,6.8
